STORE_CODE,STORE_NAME,STORE_LINK,STORE_LOCATION,STORE_POSTAL_CODE,MARKET,STORE_CODE_NEW
570,IKEA Live Oak,https://www.ikea.com/us/en/stores/live-oak/,"TX, Live Oak",78233,US,570
658,IKEA San Francisco,https://www.ikea.com/us/en/stores/san-francisco/,"CA, San Francisco",94103,US,658
680,IKEA Arcadia,https://www.ikea.com/us/en/stores/planning-studio-arcadia/,"CA, Arcadia - Planning studio ",91007,US,680
681,IKEA Long Beach,https://www.ikea.com/us/en/stores/planning-studio-long-beach/,"CA, Long Beach - Planning studio ",90808,US,681
707,IKEA Arlington,https://www.ikea.com/us/en/stores/plan-and-order-point-arlington/,"VA, Arlington - Plan and order point",22202,US,707
921,IKEA Brooklyn,https://www.ikea.com/us/en/stores/brooklyn/,"NY, Brooklyn",11231,US,921
587,IKEA Wien Westbahnhof,https://www.ikea.com/at/de/stores/wien-westbahnhof/,Wien Westbahnhof,1150,AT,587
528,IKEA Ljubljana,https://www.ikea.com/si/sl/stores/,Ljubljana,1000,SI,528
489,IKEA Bratislava,https://www.ikea.com/sk/sk/stores/bratislava/,Bratislava,821 04,SK,489
167,IKEA Costa Mesa,https://www.ikea.com/us/en/stores/costa-mesa/,"CA, Costa Mesa",92626,US,167
717,Santander,'-,Santander,39011,ES,717
180,IKEA Örs vezér tere Budapest,https://www.ikea.com/hu/hu/stores/budapest/,Örs vezér téri IKEA,1148,HU,180
182,IKEA  Budaörs,https://www.ikea.com/hu/hu/stores/budaors/,Budaörsi IKEA,2040,HU,182
507,IKEA Soroksár,https://www.ikea.com/hu/hu/stores/soroksar/,Soroksári IKEA,1239,HU,507
578,IKEA Nagasandra,https://www.ikea.com/in/en/stores/bengaluru/,Nagasandra,560073,IN,578
593,IKEA R-CITY,https://www.ikea.com/in/en/stores/mumbai/rcity/,R City store,400086,IN,593
629,IKEA Worli,https://www.ikea.com/in/en/stores/mumbai/worli/,Worli City Store,400013,IN,629
664,IKEA Timișoara,https://www.ikea.com/ro/ro/stores/timisoara/,Timișoara,307160,RO,664
50,IKEA Beograd,https://www.ikea.com/rs/sr/stores/,Beograd,11231,RS,050
589,IKEA Kållered,https://www.ikea.com/se/sv/stores/goteborg-kallered/,Kållered,42836,SE,589
669,IKEA Gallerian,https://www.ikea.com/se/sv/stores/stockholm-gallerian/,Gallerian,11151,SE,669
713,IKEA Lund Nova,https://www.ikea.com/se/sv/stores/planeringsstudio-lund/,Lund Nova,22761,SE,713
617,IKEA Potsdam,https://www.ikea.com/de/de/stores/potsdam/,Potsdam,14467,DE,617
